table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,224837,1.182917833328247,3.115856409072876,8209,10450.766666666666,1.2730864498314858,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,386133,1.2392237186431885,2.7471389770507812,7883,10399.300608087564,1.319205963223083,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,487850,1.168969750404358,2.3273634910583496,8029,2077.3,3.865113368314639,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,340195,1.1419676542282104,2.8599026203155518,7848,10505.308556149732,1.3385969108243796,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,122774,1.2625014781951904,2.306730031967163,7813,14620.04275362319,1.871245712738153,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,690833,1.0988819599151611,3.103199005126953,7922,4184.8,1.8930414834639648,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,686759,1.318339467048645,3.090532064437866,8129,6286.630952380952,1.293061428541671,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,154430,1.1307940483093262,2.479921579360962,7819,4108.157142857143,1.9032864927270132,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,630926,1.212276577949524,3.065295457839966,8157,2072.1875,3.936419846177047,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,255248,1.205937147140503,2.471759796142578,7837,10404.97877140975,1.3276736980234465,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,48107,1.1547037363052368,2.8765604496002197,8058,8419.917647058825,1.0449140788109734,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,717611,1.2746468782424927,2.2551217079162598,7858,2112.090909090909,3.7204837946025053,384,384
