table_pair,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D_deep_target,D_wiki_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,692258,558.8451538085938,3.455446243286133,8315,8428.832010582011,1.0136899591800375,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,344709,493.5136413574219,2.3495209217071533,7858,6185.529411764706,1.2703843886109896,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,414737,557.2598266601562,3.0020830631256104,8216,4138.04,1.985481048999043,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,362610,557.9852294921875,2.879486083984375,8272,10378.761904761905,1.2546859169199593,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,129857,496.1811218261719,2.723562479019165,8004,10256.274725274725,1.2813936438374218,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,210898,495.0474853515625,2.4897570610046387,8057,10502.364170040486,1.3035080265657795,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,793779,537.7359008789062,2.6217916011810303,8101,6285.873015873016,1.2887629100275246,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,634727,569.2230834960938,2.382875442504883,8088,8325.44301994302,1.0293574455913725,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,351141,577.1056518554688,2.7925963401794434,8346,8305.909047619047,1.0048267988670603,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,611020,602.3656616210938,2.54848575592041,8190,12534.812283272284,1.530502110289656,384,384
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,145860,493.20147705078125,2.7791433334350586,8022,6288.334210526316,1.2756955548850482,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,359095,587.4684448242188,2.330082654953003,8187,14725.539682539684,1.798649039030131,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,286093,602.8929443359375,2.1552388668060303,7943,4169.794871794872,1.9048898672996273,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,781121,514.0215454101562,2.2795467376708984,8085,8279.379411764707,1.0240419804285352,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,142780,473.2214050292969,2.7598116397857666,7783,16578.546078431373,2.1300971448582002,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,428790,537.9324340820312,2.257038116455078,7865,4121.0,1.9085173501577286,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,322723,459.1468200683594,2.8452041149139404,7932,10304.546218487394,1.2991107184174728,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,588557,591.347412109375,2.8811392784118652,7764,6196.08,1.2530503156834645,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,263638,475.7867126464844,3.1491057872772217,8222,10335.85,1.2570968134273899,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,693614,562.9500732421875,2.3145997524261475,8312,10509.903133903133,1.264425304848789,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,546912,570.2767333984375,3.094848394393921,8196,4163.481481481482,1.9685448431690002,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,444449,530.9553833007812,2.622706890106201,8184,6243.142857142858,1.3108782206763991,385,385
partsupp_sift_1_join_part_wiki_1,partsupp_sift_1_join_part_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.2,663176,454.77838134765625,2.3369600772857666,8137,12385.592637135827,1.5221325595595216,385,385
